run_datetime,latency_tc7_mean_ns,latency_tc7_median_ns,latency_tc7_max_ns,latency_tc7_min_ns,latency_tc7_max_minus_min_ns,latency_tc7_sd_ns,latency_tc6_mean_ns,latency_tc6_median_ns,latency_tc6_max_ns,latency_tc6_min_ns,latency_tc6_max_minus_min_ns,latency_tc6_sd_ns,interval_tc7_mean_ns,interval_tc7_median_ns,interval_tc7_max_ns,interval_tc7_min_ns,interval_tc7_max_minus_min_ns,interval_tc7_sd_ns,interval_tc6_mean_ns,interval_tc6_median_ns,interval_tc6_max_ns,interval_tc6_min_ns,interval_tc6_max_minus_min_ns,interval_tc6_sd_ns,cpu_tc7,cpu_tc6,cpu_iperf,prio_tc7,prio_tc6,rate_iperf_bps,with_sp,use_ts2phc,isolcpus_list,script_version,tx_command,rx_command,pcap_file,aet_tc7_file,aet_tc6_file,iperf_log_file
"2026-03-25 23:43:13",1046.28061,430.0,12716,420,12296,2156.968173916349,1049.01252,430.0,12750,420,12330,2164.639739777326,123040.0000500005,123041,135330,121801,13529,1220.0008655948727,121823.87698876989,121825,123058,109513,13545,1223.2516700464193,2,4,6,3,2,0,false,true,"0-20","1.0.0","../../secV-D1.contention_delay.tx.sh -t -c ../../configs/netns.conf","../../secV-D1.contention_delay.rx_stats.sh -c ../../configs/netns.conf","result_secV-D1.noSP.1.tc7_tc6.pcap","result_secV-D1.noSP.1.tc7.txt","result_secV-D1.noSP.1.tc6.txt","result_secV-D1.noSP.1.iperf3.log"
