run_datetime,latency_tc7_mean_ns,latency_tc7_median_ns,latency_tc7_max_ns,latency_tc7_min_ns,latency_tc7_max_minus_min_ns,latency_tc7_sd_ns,latency_tc6_mean_ns,latency_tc6_median_ns,latency_tc6_max_ns,latency_tc6_min_ns,latency_tc6_max_minus_min_ns,latency_tc6_sd_ns,interval_tc7_mean_ns,interval_tc7_median_ns,interval_tc7_max_ns,interval_tc7_min_ns,interval_tc7_max_minus_min_ns,interval_tc7_sd_ns,interval_tc6_mean_ns,interval_tc6_median_ns,interval_tc6_max_ns,interval_tc6_min_ns,interval_tc6_max_minus_min_ns,interval_tc6_sd_ns,cpu_tc7,cpu_tc6,cpu_iperf,prio_tc7,prio_tc6,rate_iperf_bps,with_sp,use_ts2phc,isolcpus_list,script_version,tx_command,rx_command,pcap_file,aet_tc7_file,aet_tc6_file,iperf_log_file
"2026-03-26 00:06:07",7645.55161,7854.0,14295,423,13872,4428.992931910866,8265.98276,7759.0,26597,423,26174,5583.944235083547,123039.9598795988,123041,136897,109177,27720,3008.472568562706,121823.83317833178,123041,147945,95681,52264,4986.297354379994,2,4,6,3,2,671M,true,true,"0-20","1.0.0","../../secV-D1.contention_delay.tx.sh -t -c ../../configs/netns.conf -s -r 671M","../../secV-D1.contention_delay.rx_stats.sh -c ../../configs/netns.conf","result_secV-D1.withSP.sp671Mbps.1.tc7_tc6.pcap","result_secV-D1.withSP.sp671Mbps.1.tc7.txt","result_secV-D1.withSP.sp671Mbps.1.tc6.txt","result_secV-D1.withSP.sp671Mbps.1.iperf3.log"
